exam,section,topic,concept
SSC_CHSL,GENERAL_AWARENESS,GEOGRAPHY,NATURAL_DISASTERS
SSC_CHSL,GENERAL_AWARENESS,GEOGRAPHY,RIVERS
SSC_CHSL,GENERAL_AWARENESS,GEOGRAPHY,UNIVERSE_AND_SOLAR_SYSTEM
SSC_CHSL,GENERAL_AWARENESS,GEOGRAPHY,WORLD_ECONOMIC_GEOGRAPHY
SSC_CHSL,GENERAL_AWARENESS,GEOGRAPHY,WORLD_GEOGRAPHY
SSC_CHSL,GENERAL_AWARENESS,HISTORY,ANCIENT_HISTORY
SSC_CHSL,GENERAL_AWARENESS,HISTORY,ART_AND_CULTURE_OF_INDIA
SSC_CHSL,GENERAL_AWARENESS,HISTORY,BUDDHISM_AND_JAINISM__ANCIENT_INDIA
SSC_CHSL,GENERAL_AWARENESS,HISTORY,DELHI_SULTANATE
SSC_CHSL,GENERAL_AWARENESS,HISTORY,FREEDOM_STRUGGLE
SSC_CHSL,GENERAL_AWARENESS,HISTORY,GUPTA_DYNASTY_AND_SOUTH_INDIA__ANCIENT_INDIA
SSC_CHSL,GENERAL_AWARENESS,HISTORY,INDIAN_LITERATURE
SSC_CHSL,GENERAL_AWARENESS,HISTORY,MUGHALS__MEDIEVAL_INDIA
SSC_CHSL,GENERAL_AWARENESS,HISTORY,PARTITION_OF_BENGAL__MODERN_INDIA
SSC_CHSL,GENERAL_AWARENESS,PHYSICS,PHYSICS
SSC_CHSL,GENERAL_AWARENESS,POLITY,CONSTITUTION
SSC_CHSL,GENERAL_AWARENESS,POLITY,POLITICAL_SYSTEM_OF_INDIA
SSC_CHSL,GENERAL_AWARENESS,SCIENCE_AND_TECHNOLOGY,COMPUTERS
SSC_CHSL,GENERAL_AWARENESS,SCIENCE_AND_TECHNOLOGY,SCIENTIFIC_DEVELOPMENTS
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,AUTHORS_AND_BOOKS
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,AWARDS
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,CENSUS
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,FAMOUS_PERSONALITIES
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,GAMES_AND_SPORTS
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,IMPORTANT_DATES
SSC_CHSL,GENERAL_AWARENESS,STATIC_GK,MISCELLANEOUS_GK
SSC_CHSL,GENERAL_INTELLIGENCE,ANALOGY,ALPHABET_ANALOGY
SSC_CHSL,GENERAL_INTELLIGENCE,ANALOGY,FIGURE_ANALOGY
SSC_CHSL,GENERAL_INTELLIGENCE,ANALOGY,NUMBER_ANALOGY
SSC_CHSL,GENERAL_INTELLIGENCE,ANALOGY,SEMANTIC_ANALOGY
SSC_CHSL,GENERAL_INTELLIGENCE,ANALYTICAL_REASONING,COUNTING_FIGURES
SSC_CHSL,GENERAL_INTELLIGENCE,BLOOD_RELATION,BLOOD_RELATION
SSC_CHSL,GENERAL_INTELLIGENCE,CODING_DECODING,CODING_DECODING
SSC_CHSL,GENERAL_INTELLIGENCE,CRITICAL_THINKING,CRITICAL_THINKING
SSC_CHSL,GENERAL_INTELLIGENCE,DISTANCE_AND_DIRECTION,DISTANCE_AND_DIRECTION
SSC_CHSL,GENERAL_INTELLIGENCE,EMBEDDED_FIGURES,EMBEDDED_FIGURES
SSC_CHSL,GENERAL_INTELLIGENCE,MATHEMATICAL_OPERATIONS,MATHEMATICAL_OPERATIONS
SSC_CHSL,GENERAL_INTELLIGENCE,MIRROR_IMAGE,MIRROR_IMAGE
SSC_CHSL,GENERAL_INTELLIGENCE,PATTERN_FOLDING__PUNCHED_HOLE,PATTERN_FOLDING__PUNCHED_HOLE
SSC_CHSL,GENERAL_INTELLIGENCE,PROBLEM_SOLVING,AGE_PROBLEM
SSC_CHSL,GENERAL_INTELLIGENCE,PROBLEM_SOLVING,ODD_DAYS
SSC_CHSL,GENERAL_INTELLIGENCE,PROBLEM_SOLVING,PROBLEM_SOLVING
SSC_CHSL,GENERAL_INTELLIGENCE,SERIES,COMPLETE_THE_SERIES
SSC_CHSL,GENERAL_INTELLIGENCE,SERIES,FIGURAL_SERIES
SSC_CHSL,GENERAL_INTELLIGENCE,SERIES,MIXED_SERIES
SSC_CHSL,GENERAL_INTELLIGENCE,SERIES,ODD_TERM_IN_SERIES
SSC_CHSL,GENERAL_INTELLIGENCE,SIMILARITIES_AND_DIFFERENCES,ODD_ONE_OUT__REASONING
SSC_CHSL,GENERAL_INTELLIGENCE,STATEMENT_AND_CONCLUSION,STATEMENT_AND_CONCLUSION
SSC_CHSL,GENERAL_INTELLIGENCE,SYLLOGISM,SYLLOGISM
SSC_CHSL,GENERAL_INTELLIGENCE,VENN_DIAGRAM,VENN_DIAGRAM
SSC_CHSL,GENERAL_INTELLIGENCE,WORD_BUILDING,DICTIONARY_ORDER__REASONING
SSC_CHSL,QUANTITATIVE_APTITUDE,AVERAGES,AVERAGES
SSC_CHSL,QUANTITATIVE_APTITUDE,DATA_INTERPRETATION,HISTOGRAM
SSC_CHSL,QUANTITATIVE_APTITUDE,DATA_INTERPRETATION,PIE_CHART
SSC_CHSL,QUANTITATIVE_APTITUDE,DATA_INTERPRETATION,TABLE
SSC_CHSL,QUANTITATIVE_APTITUDE,ELEMENTARY_ALGEBRA,ALGEBRAIC_EQUATIONS
SSC_CHSL,QUANTITATIVE_APTITUDE,ELEMENTARY_ALGEBRA,ALGEBRAIC_EXPRESSIONS
SSC_CHSL,QUANTITATIVE_APTITUDE,ELEMENTARY_ALGEBRA,AP_GP
SSC_CHSL,QUANTITATIVE_APTITUDE,ELEMENTARY_ALGEBRA,SIMPLE_EQUATIONS
SSC_CHSL,QUANTITATIVE_APTITUDE,GEOMETRY,CIRCLE
SSC_CHSL,QUANTITATIVE_APTITUDE,GEOMETRY,QUADRILATERALS
SSC_CHSL,QUANTITATIVE_APTITUDE,GEOMETRY,TRIANGLES
SSC_CHSL,QUANTITATIVE_APTITUDE,INTEREST,COMPOUND_INTEREST
SSC_CHSL,QUANTITATIVE_APTITUDE,INTEREST,MIX_PROBLEM__INTEREST
SSC_CHSL,QUANTITATIVE_APTITUDE,INTEREST,SIMPLE_INTEREST
SSC_CHSL,QUANTITATIVE_APTITUDE,MENSURATION,PERIMETER_AREA_OF_2D_SHAPES
SSC_CHSL,QUANTITATIVE_APTITUDE,MENSURATION,SURFACE_AREA_VOLUME_OF_3D_SHAPES
SSC_CHSL,QUANTITATIVE_APTITUDE,MIXTURES_AND_ALLEGATIONS,MILK_AND_WATER_PROBLEM
SSC_CHSL,QUANTITATIVE_APTITUDE,MIXTURES_AND_ALLEGATIONS,MIXTURES_AND_ALLEGATIONS
SSC_CHSL,QUANTITATIVE_APTITUDE,NUMBER_SYSTEM,DECIMAL_AND_FRACTIONS
SSC_CHSL,QUANTITATIVE_APTITUDE,NUMBER_SYSTEM,DIVISIBILITY
SSC_CHSL,QUANTITATIVE_APTITUDE,NUMBER_SYSTEM,HCF
SSC_CHSL,QUANTITATIVE_APTITUDE,NUMBER_SYSTEM,LCM
SSC_CHSL,QUANTITATIVE_APTITUDE,NUMBER_SYSTEM,NUMBER_SYSTEM_BASICS
SSC_CHSL,QUANTITATIVE_APTITUDE,PERCENTAGE,PERCENTAGE
SSC_CHSL,QUANTITATIVE_APTITUDE,PERCENTAGE,PERCENTAGE_CHANGE
SSC_CHSL,QUANTITATIVE_APTITUDE,PROFIT_AND_LOSS,COST_PRICE_SELLING_PRICE
SSC_CHSL,QUANTITATIVE_APTITUDE,PROFIT_AND_LOSS,DISCOUNT_PROBLEMS
SSC_CHSL,QUANTITATIVE_APTITUDE,PROFIT_AND_LOSS,PROFIT_LOSS_PERCENTAGE
SSC_CHSL,QUANTITATIVE_APTITUDE,RATIO_AND_PROPORTION,PROPORTION
SSC_CHSL,QUANTITATIVE_APTITUDE,RATIO_AND_PROPORTION,RATIO
SSC_CHSL,QUANTITATIVE_APTITUDE,SIMPLIFICATION,BODMAS
SSC_CHSL,QUANTITATIVE_APTITUDE,SIMPLIFICATION,DIVISION_MULTIPLICATION
SSC_CHSL,QUANTITATIVE_APTITUDE,SIMPLIFICATION,SURDS_AND_INDICES
SSC_CHSL,QUANTITATIVE_APTITUDE,TIME_AND_DISTANCE,AVERAGE_SPEED
SSC_CHSL,QUANTITATIVE_APTITUDE,TIME_AND_DISTANCE,SPEED_TIME_AND_DISTANCE
SSC_CHSL,QUANTITATIVE_APTITUDE,TIME_AND_DISTANCE,TRAIN_PROBLEM
SSC_CHSL,QUANTITATIVE_APTITUDE,TIME_AND_WORK,EFFICENCY_PROBLEM
SSC_CHSL,QUANTITATIVE_APTITUDE,TIME_AND_WORK,PIPE_AND_CISTERN
SSC_CHSL,QUANTITATIVE_APTITUDE,TIME_AND_WORK,TIME_AND_WORK
SSC_CHSL,QUANTITATIVE_APTITUDE,TRIGONOMETRY,HEIGHT_AND_DISTANCE
SSC_CHSL,QUANTITATIVE_APTITUDE,TRIGONOMETRY,TRIGONOMETRY
